Order_ID,Order_Date,City,Category,Product,Quantity,Unit_Price,Discount,Gross_Sales,Net_Sales
ORD0048,2025-05-04,Bhopal,Clothing,Shoes,5,4542,0.05,22710,21574.5
ORD0049,2025-12-12,Gwalior,Furniture,Bookshelf,1,18414,0.1,18414,16572.6
ORD0050,2025-01-01,Bhopal,Furniture,Office Chair,1,10404,0.05,10404,9883.8
ORD0051,2025-07-11,Gwalior,Home & Kitchen,Cookware Set,1,5608,0.1,5608,5047.2
ORD0052,2025-03-27,Indore,Furniture,Office Chair,3,21833,0.0,65499,65499.0
ORD0053,2025-07-23,Bhopal,Electronics,Smartphone,4,55840,0.05,223360,212192.0
ORD0054,2025-09-03,Gwalior,Furniture,Sofa,5,5652,0.05,28260,26847.0
ORD0055,2025-09-14,Gwalior,Home & Kitchen,Cookware Set,4,2789,0.15,11156,9482.6
ORD0056,2025-12-06,Ujjain,Electronics,Monitor,2,30668,0.1,61336,55202.4
ORD0057,2025-09-25,Jabalpur,Furniture,Bookshelf,4,5200,0.0,20800,20800.0
ORD0058,2025-10-29,Bhopal,Electronics,Laptop,2,18950,0.1,37900,34110.0
ORD0059,2025-04-25,Indore,Electronics,Headphones,2,36350,0.05,72700,69065.0
ORD0060,2025-08-05,Gwalior,Clothing,Shoes,2,1916,0.0,3832,3832.0
ORD0061,2025-08-15,Indore,Electronics,Laptop,4,45925,0.15,183700,156145.0
ORD0062,2025-07-09,Gwalior,Clothing,Shoes,4,2543,0.1,10172,9154.8
ORD0063,2025-09-30,Indore,Home & Kitchen,Mixer,5,5268,0.05,26340,25023.0
ORD0064,2025-08-21,Jabalpur,Furniture,Sofa,1,22076,0.15,22076,18764.6
ORD0065,2025-03-10,Jabalpur,Home & Kitchen,Mixer,4,5786,0.15,23144,19672.4
ORD0066,2025-02-26,Gwalior,Home & Kitchen,Mixer,4,3522,0.15,14088,11974.8
ORD0067,2025-06-12,Gwalior,Electronics,Smartphone,2,12674,0.0,25348,25348.0
ORD0068,2025-09-10,Mandsaur,Clothing,Jacket,2,1353,0.0,2706,2706.0
ORD0069,2025-01-05,Gwalior,Clothing,Jeans,5,3393,0.05,16965,16116.75
ORD0070,2025-05-25,Indore,Electronics,Smartphone,3,29795,0.05,89385,84915.75
ORD0071,2025-07-01,Jabalpur,Electronics,Monitor,4,37409,0.15,149636,127190.6
ORD0072,2025-08-30,Ujjain,Furniture,Table,3,16685,0.0,50055,50055.0
ORD0073,2025-01-01,Jabalpur,Furniture,Table,4,14316,0.1,57264,51537.6
ORD0074,2025-04-27,Mandsaur,Electronics,Monitor,1,35482,0.0,35482,35482.0
ORD0075,2025-07-22,Ujjain,Furniture,Sofa,5,3052,0.0,15260,15260.0
ORD0076,2025-11-01,Mandsaur,Electronics,Monitor,3,31854,0.0,95562,95562.0
ORD0077,2025-01-12,Bhopal,Clothing,Jacket,1,3730,0.1,3730,3357.0
ORD0078,2025-12-14,Ujjain,Home & Kitchen,Water Bottle,4,5427,0.05,21708,20622.6
ORD0079,2025-08-16,Jabalpur,Furniture,Sofa,2,1739,0.0,3478,3478.0
ORD0080,2025-02-15,Jabalpur,Furniture,Bookshelf,1,14416,0.15,14416,12253.6
ORD0081,2025-01-10,Mandsaur,Electronics,Smartphone,2,57678,0.05,115356,109588.2
ORD0082,2025-05-26,Indore,Furniture,Bookshelf,5,2215,0.0,11075,11075.0
ORD0083,2025-04-09,Indore,Clothing,T-Shirt,2,4400,0.0,8800,8800.0
ORD0084,2025-07-21,Bhopal,Electronics,Monitor,4,19884,0.0,79536,79536.0
ORD0085,2025-07-24,Ujjain,Clothing,T-Shirt,5,2448,0.0,12240,12240.0
ORD0086,2025-03-13,Bhopal,Furniture,Office Chair,1,11215,0.1,11215,10093.5
ORD0087,2025-08-10,Jabalpur,Furniture,Table,3,5563,0.15,16689,14185.65
ORD0088,2025-07-11,Ujjain,Electronics,Laptop,5,41264,0.1,206320,185688.0
ORD0089,2025-11-04,Indore,Furniture,Table,2,9217,0.1,18434,16590.6
ORD0090,2025-10-12,Ujjain,Furniture,Office Chair,4,6054,0.0,24216,24216.0
ORD0091,2025-03-10,Bhopal,Furniture,Sofa,1,20416,0.15,20416,17353.6
ORD0092,2025-04-21,Indore,Furniture,Office Chair,2,7469,0.15,14938,12697.3
ORD0093,2025-07-03,Indore,Clothing,Jacket,3,1299,0.15,3897,3312.45
ORD0094,2025-05-02,Jabalpur,Clothing,Shoes,3,1071,0.0,3213,3213.0
ORD0095,2025-11-22,Indore,Clothing,T-Shirt,5,4300,0.0,21500,21500.0
ORD0096,2025-10-28,Jabalpur,Electronics,Laptop,4,20277,0.05,81108,77052.6
ORD0097,2025-12-16,Jabalpur,Electronics,Smartphone,1,24074,0.15,24074,20462.9
ORD0098,2025-09-10,Ujjain,Clothing,Shoes,5,2455,0.1,12275,11047.5
ORD0099,2025-12-31,Bhopal,Clothing,Jacket,2,2525,0.05,5050,4797.5
ORD0100,2025-12-29,Ujjain,Furniture,Bookshelf,3,6322,0.05,18966,18017.7
ORD0101,2025-04-29,Gwalior,Electronics,Smartphone,2,24833,0.15,49666,42216.1
ORD0102,2025-01-13,Ujjain,Home & Kitchen,Cookware Set,1,4932,0.0,4932,4932.0
ORD0103,2025-08-16,Mandsaur,Electronics,Monitor,2,9758,0.1,19516,17564.4
ORD0104,2025-06-29,Bhopal,Furniture,Bookshelf,1,7938,0.05,7938,7541.1
ORD0105,2025-10-16,Gwalior,Home & Kitchen,Cookware Set,3,6385,0.0,19155,19155.0
ORD0106,2025-06-01,Indore,Furniture,Office Chair,4,24570,0.1,98280,88452.0
ORD0107,2025-08-11,Mandsaur,Clothing,Jacket,3,4724,0.15,14172,12046.2
ORD0108,2025-04-04,Mandsaur,Furniture,Sofa,4,23550,0.0,94200,94200.0
ORD0109,2025-06-22,Ujjain,Clothing,Jeans,1,3162,0.05,3162,3003.9
ORD0110,2025-01-01,Bhopal,Electronics,Smartphone,2,43601,0.1,87202,78481.8
ORD0111,2025-06-27,Bhopal,Furniture,Sofa,5,21818,0.0,109090,109090.0
ORD0112,2025-03-25,Indore,Electronics,Headphones,2,3719,0.05,7438,7066.1
ORD0113,2025-02-07,Jabalpur,Clothing,T-Shirt,1,2394,0.15,2394,2034.9
ORD0114,2025-05-17,Bhopal,Furniture,Bookshelf,1,13419,0.05,13419,12748.05
ORD0115,2025-11-16,Gwalior,Home & Kitchen,Bedsheet,3,3265,0.15,9795,8325.75
ORD0116,2025-01-05,Jabalpur,Home & Kitchen,Bedsheet,1,5120,0.0,5120,5120.0
ORD0117,2025-10-23,Mandsaur,Clothing,Jeans,2,1465,0.05,2930,2783.5
ORD0118,2025-05-25,Indore,Home & Kitchen,Bedsheet,5,1292,0.0,6460,6460.0
ORD0119,2025-07-17,Mandsaur,Clothing,Jacket,2,2551,0.1,5102,4591.8
ORD0120,2025-06-06,Mandsaur,Clothing,Jacket,3,2435,0.1,7305,6574.5
ORD0121,2025-03-27,Bhopal,Electronics,Laptop,5,33654,0.15,168270,143029.5
ORD0122,2025-10-30,Ujjain,Furniture,Office Chair,3,12304,0.1,36912,33220.8
ORD0123,2025-11-20,Ujjain,Electronics,Monitor,4,42131,0.1,168524,151671.6
ORD0124,2025-10-10,Gwalior,Electronics,Smartphone,3,17978,0.1,53934,48540.6
ORD0125,2025-10-30,Bhopal,Home & Kitchen,Bedsheet,2,5107,0.1,10214,9192.6
ORD0126,2025-04-21,Ujjain,Furniture,Bookshelf,4,11580,0.0,46320,46320.0
ORD0127,2025-05-07,Bhopal,Clothing,Shoes,4,3335,0.15,13340,11339.0
ORD0128,2025-10-24,Mandsaur,Electronics,Monitor,2,56676,0.15,113352,96349.2
ORD0129,2025-07-01,Indore,Clothing,Jacket,1,3876,0.05,3876,3682.2
ORD0130,2025-07-21,Ujjain,Electronics,Headphones,3,55683,0.0,167049,167049.0
ORD0131,2025-03-31,Jabalpur,Electronics,Laptop,2,14724,0.0,29448,29448.0
ORD0132,2025-12-30,Jabalpur,Furniture,Table,2,24074,0.1,48148,43333.2
ORD0133,2025-06-26,Gwalior,Clothing,Jeans,1,3972,0.0,3972,3972.0
ORD0134,2025-03-25,Indore,Clothing,Jacket,2,3520,0.0,7040,7040.0
ORD0135,2025-05-21,Mandsaur,Electronics,Monitor,4,23066,0.15,92264,78424.4
ORD0136,2025-10-13,Jabalpur,Clothing,Jacket,3,3117,0.0,9351,9351.0
ORD0137,2025-11-15,Ujjain,Furniture,Office Chair,3,7845,0.05,23535,22358.25
ORD0138,2025-03-28,Ujjain,Electronics,Monitor,5,13842,0.05,69210,65749.5
ORD0139,2025-09-12,Gwalior,Home & Kitchen,Cookware Set,5,3106,0.1,15530,13977.0
ORD0140,2025-10-18,Mandsaur,Home & Kitchen,Cookware Set,1,3354,0.15,3354,2850.9
ORD0141,2025-08-11,Bhopal,Home & Kitchen,Water Bottle,3,4577,0.0,13731,13731.0
ORD0142,2025-02-05,Gwalior,Clothing,Jeans,1,4095,0.1,4095,3685.5
ORD0143,2025-07-14,Ujjain,Home & Kitchen,Cookware Set,2,5141,0.1,10282,9253.8
ORD0144,2025-10-07,Indore,Home & Kitchen,Mixer,5,3201,0.15,16005,13604.25
ORD0145,2025-04-25,Indore,Furniture,Table,3,17286,0.0,51858,51858.0
ORD0146,2025-08-23,Mandsaur,Furniture,Office Chair,2,2504,0.05,5008,4757.6
ORD0147,2025-02-11,Ujjain,Home & Kitchen,Cookware Set,2,2475,0.0,4950,4950.0
ORD0148,2025-01-27,Indore,Electronics,Smartphone,2,41452,0.0,82904,82904.0
ORD0149,2025-07-09,Bhopal,Clothing,Jeans,3,854,0.0,2562,2562.0
ORD0150,2025-06-30,Ujjain,Furniture,Sofa,2,7141,0.1,14282,12853.8
ORD0151,2025-10-22,Jabalpur,Clothing,Jeans,5,2458,0.1,12290,11061.0
ORD0152,2025-08-15,Ujjain,Furniture,Table,5,22992,0.15,114960,97716.0
ORD0153,2025-03-14,Indore,Clothing,T-Shirt,3,881,0.05,2643,2510.85
ORD0154,2025-01-25,Jabalpur,Home & Kitchen,Mixer,1,1939,0.05,1939,1842.05
ORD0155,2025-12-20,Ujjain,Clothing,Jeans,5,1858,0.05,9290,8825.5
ORD0156,2025-02-26,Indore,Clothing,T-Shirt,4,3404,0.05,13616,12935.2
ORD0157,2025-07-17,Indore,Clothing,Shoes,3,3108,0.1,9324,8391.6
ORD0158,2025-10-15,Bhopal,Furniture,Office Chair,4,21577,0.1,86308,77677.2
ORD0159,2025-09-27,Gwalior,Home & Kitchen,Bedsheet,1,4645,0.1,4645,4180.5
ORD0160,2025-03-23,Mandsaur,Clothing,T-Shirt,3,1921,0.1,5763,5186.7
ORD0161,2025-01-14,Jabalpur,Home & Kitchen,Bedsheet,3,914,0.0,2742,2742.0
ORD0162,2025-12-30,Indore,Home & Kitchen,Water Bottle,5,4578,0.1,22890,20601.0
ORD0163,2025-04-18,Mandsaur,Home & Kitchen,Mixer,1,792,0.05,792,752.4
ORD0164,2025-09-26,Gwalior,Furniture,Bookshelf,3,1745,0.1,5235,4711.5
ORD0165,2025-11-14,Gwalior,Furniture,Sofa,3,8406,0.05,25218,23957.1
ORD0166,2025-03-06,Mandsaur,Home & Kitchen,Mixer,4,3730,0.15,14920,12682.0
ORD0167,2025-06-02,Indore,Electronics,Headphones,5,35433,0.0,177165,177165.0
ORD0168,2025-10-20,Gwalior,Electronics,Smartphone,1,5994,0.05,5994,5694.3
ORD0169,2025-01-11,Mandsaur,Electronics,Headphones,4,39073,0.15,156292,132848.2
ORD0170,2025-11-26,Jabalpur,Electronics,Smartphone,1,25762,0.05,25762,24473.9
ORD0171,2025-02-16,Indore,Furniture,Office Chair,2,11945,0.05,23890,22695.5
ORD0172,2025-03-03,Indore,Electronics,Headphones,4,19797,0.05,79188,75228.6
ORD0173,2025-11-25,Ujjain,Home & Kitchen,Bedsheet,3,2330,0.0,6990,6990.0
ORD0174,2025-05-17,Jabalpur,Furniture,Office Chair,2,19224,0.0,38448,38448.0
ORD0175,2025-08-14,Ujjain,Electronics,Smartphone,4,30341,0.0,121364,121364.0
ORD0176,2025-11-12,Gwalior,Clothing,Jeans,3,1313,0.0,3939,3939.0
ORD0177,2025-11-14,Gwalior,Home & Kitchen,Mixer,5,1624,0.15,8120,6902.0
ORD0178,2025-10-16,Mandsaur,Clothing,Jeans,3,4330,0.0,12990,12990.0
ORD0179,2025-06-30,Bhopal,Home & Kitchen,Bedsheet,4,2904,0.0,11616,11616.0
ORD0180,2025-01-31,Bhopal,Home & Kitchen,Bedsheet,3,1125,0.0,3375,3375.0
ORD0181,2025-12-22,Bhopal,Furniture,Sofa,3,4941,0.05,14823,14081.85
ORD0182,2025-02-15,Jabalpur,Furniture,Office Chair,5,1494,0.0,7470,7470.0
ORD0183,2025-11-22,Jabalpur,Electronics,Laptop,1,33466,0.1,33466,30119.4
ORD0184,2025-12-01,Mandsaur,Furniture,Bookshelf,2,10639,0.15,21278,18086.3
ORD0185,2025-08-07,Indore,Electronics,Laptop,4,8559,0.15,34236,29100.6
ORD0186,2025-04-30,Jabalpur,Home & Kitchen,Cookware Set,1,321,0.05,321,304.95
ORD0187,2025-01-07,Gwalior,Furniture,Table,5,13139,0.15,65695,55840.75
ORD0188,2025-10-12,Ujjain,Clothing,T-Shirt,3,3953,0.05,11859,11266.05
ORD0189,2025-06-06,Jabalpur,Electronics,Headphones,5,33732,0.0,168660,168660.0
ORD0190,2025-01-27,Jabalpur,Home & Kitchen,Water Bottle,2,3393,0.1,6786,6107.4
ORD0191,2025-12-23,Jabalpur,Electronics,Smartphone,4,29587,0.15,118348,100595.8
ORD0192,2025-06-11,Gwalior,Home & Kitchen,Cookware Set,3,1233,0.1,3699,3329.1
ORD0193,2025-07-27,Jabalpur,Clothing,Shoes,1,2209,0.15,2209,1877.65
ORD0194,2025-01-27,Mandsaur,Home & Kitchen,Water Bottle,1,819,0.1,819,737.1
ORD0195,2025-02-15,Indore,Furniture,Sofa,3,7259,0.15,21777,18510.45
ORD0196,2025-06-15,Indore,Furniture,Table,1,14747,0.0,14747,14747.0
ORD0197,2025-07-24,Indore,Home & Kitchen,Bedsheet,5,694,0.15,3470,2949.5
ORD0198,2025-02-01,Jabalpur,Home & Kitchen,Mixer,2,5002,0.05,10004,9503.8
ORD0199,2025-08-02,Jabalpur,Electronics,Laptop,1,52695,0.1,52695,47425.5
ORD0200,2025-04-02,Ujjain,Home & Kitchen,Mixer,1,5729,0.05,5729,5442.55
ORD0201,2025-03-18,Ujjain,Electronics,Smartphone,2,58684,0.0,117368,117368.0
ORD0202,2025-05-23,Bhopal,Furniture,Table,2,24598,0.05,49196,46736.2
ORD0203,2025-01-09,Mandsaur,Furniture,Bookshelf,4,7290,0.1,29160,26244.0
ORD0204,2025-11-14,Ujjain,Electronics,Headphones,1,26791,0.15,26791,22772.35
ORD0205,2025-11-10,Mandsaur,Furniture,Bookshelf,3,1658,0.05,4974,4725.3
ORD0206,2025-01-12,Ujjain,Furniture,Bookshelf,3,22488,0.05,67464,64090.8
ORD0207,2025-08-09,Gwalior,Electronics,Laptop,5,19150,0.0,95750,95750.0
ORD0208,2025-12-18,Indore,Clothing,Shoes,3,2389,0.0,7167,7167.0
ORD0209,2025-07-26,Indore,Clothing,Jacket,4,4530,0.0,18120,18120.0
ORD0210,2025-01-24,Ujjain,Clothing,Shoes,1,558,0.0,558,558.0
ORD0211,2025-06-26,Jabalpur,Electronics,Monitor,4,27463,0.05,109852,104359.4
ORD0212,2025-09-19,Bhopal,Home & Kitchen,Mixer,4,2925,0.1,11700,10530.0
ORD0213,2025-01-21,Indore,Clothing,Jacket,2,4114,0.15,8228,6993.8
ORD0214,2025-11-30,Bhopal,Clothing,Jeans,4,3769,0.05,15076,14322.2
ORD0215,2025-04-21,Mandsaur,Clothing,T-Shirt,5,2765,0.15,13825,11751.25
ORD0216,2025-12-11,Indore,Home & Kitchen,Bedsheet,1,5233,0.0,5233,5233.0
ORD0217,2025-10-28,Jabalpur,Home & Kitchen,Cookware Set,3,4323,0.15,12969,11023.65
ORD0218,2025-09-14,Gwalior,Furniture,Bookshelf,2,23481,0.0,46962,46962.0
ORD0219,2025-10-11,Indore,Home & Kitchen,Water Bottle,3,875,0.05,2625,2493.75
ORD0220,2025-06-05,Mandsaur,Clothing,T-Shirt,5,2055,0.15,10275,8733.75
ORD0221,2025-10-20,Ujjain,Home & Kitchen,Bedsheet,5,1268,0.1,6340,5706.0
ORD0222,2025-02-28,Gwalior,Furniture,Office Chair,1,2258,0.0,2258,2258.0
ORD0223,2025-08-04,Jabalpur,Electronics,Laptop,3,35497,0.05,106491,101166.45
ORD0224,2025-10-21,Ujjain,Clothing,Jeans,2,3649,0.15,7298,6203.3
ORD0225,2025-01-08,Bhopal,Clothing,Shoes,5,3193,0.1,15965,14368.5
ORD0226,2025-10-17,Indore,Electronics,Laptop,5,41787,0.1,208935,188041.5
ORD0227,2025-08-20,Indore,Clothing,Jacket,2,4449,0.1,8898,8008.2
ORD0228,2025-12-27,Bhopal,Home & Kitchen,Bedsheet,1,1627,0.0,1627,1627.0
ORD0229,2025-06-18,Indore,Furniture,Sofa,2,18287,0.0,36574,36574.0
ORD0230,2025-04-12,Mandsaur,Home & Kitchen,Mixer,1,1647,0.05,1647,1564.65
ORD0231,2025-11-27,Indore,Home & Kitchen,Cookware Set,3,1150,0.0,3450,3450.0
ORD0232,2025-05-23,Gwalior,Home & Kitchen,Cookware Set,1,4389,0.1,4389,3950.1
ORD0233,2025-10-18,Ujjain,Clothing,Shoes,5,4800,0.0,24000,24000.0
ORD0234,2025-09-22,Jabalpur,Furniture,Table,3,12407,0.05,37221,35359.95
ORD0235,2025-10-31,Gwalior,Electronics,Smartphone,2,44961,0.05,89922,85425.9
ORD0236,2025-10-29,Bhopal,Clothing,Shoes,4,1343,0.05,5372,5103.4
ORD0237,2025-04-27,Ujjain,Home & Kitchen,Bedsheet,3,4731,0.1,14193,12773.7
ORD0238,2025-05-21,Mandsaur,Clothing,T-Shirt,4,4254,0.0,17016,17016.0
ORD0239,2025-01-27,Gwalior,Clothing,Jeans,5,772,0.05,3860,3667.0
ORD0240,2025-03-18,Ujjain,Clothing,Shoes,3,2081,0.0,6243,6243.0
ORD0241,2025-06-08,Indore,Furniture,Office Chair,3,16910,0.0,50730,50730.0
ORD0242,2025-11-06,Indore,Furniture,Office Chair,2,22787,0.1,45574,41016.6
ORD0243,2025-01-26,Indore,Home & Kitchen,Water Bottle,5,1543,0.0,7715,7715.0
ORD0244,2025-02-18,Bhopal,Clothing,Jeans,2,3031,0.15,6062,5152.7
ORD0245,2025-05-26,Jabalpur,Clothing,T-Shirt,4,4083,0.0,16332,16332.0
ORD0246,2025-04-29,Gwalior,Home & Kitchen,Cookware Set,1,1549,0.0,1549,1549.0
ORD0247,2025-03-19,Gwalior,Electronics,Smartphone,5,17514,0.0,87570,87570.0
ORD0248,2025-02-11,Mandsaur,Electronics,Laptop,1,35037,0.1,35037,31533.3
ORD0249,2025-01-19,Ujjain,Electronics,Headphones,1,33996,0.05,33996,32296.2
ORD0250,2025-12-19,Ujjain,Furniture,Table,2,7964,0.0,15928,15928.0
ORD0251,2025-09-26,Indore,Clothing,T-Shirt,1,2872,0.15,2872,2441.2
ORD0252,2025-09-21,Mandsaur,Home & Kitchen,Cookware Set,4,4555,0.0,18220,18220.0
ORD0253,2025-05-10,Ujjain,Home & Kitchen,Cookware Set,3,641,0.05,1923,1826.85
ORD0254,2025-02-05,Gwalior,Furniture,Table,1,10886,0.15,10886,9253.1
ORD0255,2025-05-01,Ujjain,Electronics,Laptop,1,30482,0.05,30482,28957.9
ORD0256,2025-08-25,Ujjain,Electronics,Monitor,4,21603,0.05,86412,82091.4
ORD0257,2025-03-25,Mandsaur,Clothing,Shoes,5,2768,0.0,13840,13840.0
ORD0258,2025-05-22,Ujjain,Furniture,Table,1,12223,0.05,12223,11611.85
ORD0259,2025-11-27,Jabalpur,Electronics,Headphones,2,20292,0.0,40584,40584.0
ORD0260,2025-05-23,Mandsaur,Home & Kitchen,Cookware Set,2,1742,0.05,3484,3309.8
ORD0261,2025-10-18,Mandsaur,Home & Kitchen,Mixer,4,3025,0.05,12100,11495.0
ORD0262,2025-06-12,Bhopal,Home & Kitchen,Cookware Set,3,4794,0.0,14382,14382.0
ORD0263,2025-10-08,Gwalior,Clothing,Jeans,3,4761,0.05,14283,13568.85
ORD0264,2025-08-26,Gwalior,Furniture,Office Chair,4,7101,0.05,28404,26983.8
ORD0265,2025-01-25,Ujjain,Home & Kitchen,Bedsheet,3,6072,0.0,18216,18216.0
ORD0266,2025-01-31,Mandsaur,Electronics,Monitor,4,9467,0.0,37868,37868.0
ORD0267,2025-02-12,Mandsaur,Home & Kitchen,Cookware Set,5,3019,0.0,15095,15095.0
ORD0268,2025-09-24,Bhopal,Furniture,Sofa,3,8354,0.05,25062,23808.9
ORD0269,2025-07-09,Mandsaur,Electronics,Headphones,1,39346,0.15,39346,33444.1
ORD0270,2025-04-11,Ujjain,Clothing,Jacket,4,2038,0.0,8152,8152.0
ORD0271,2025-03-04,Gwalior,Home & Kitchen,Mixer,4,3602,0.05,14408,13687.6
ORD0272,2025-05-13,Mandsaur,Home & Kitchen,Bedsheet,5,6440,0.05,32200,30590.0
ORD0273,2025-03-06,Gwalior,Clothing,Jeans,3,3108,0.1,9324,8391.6
ORD0274,2025-06-09,Ujjain,Electronics,Smartphone,2,49096,0.0,98192,98192.0
ORD0275,2025-04-27,Bhopal,Electronics,Headphones,1,6295,0.1,6295,5665.5
ORD0276,2025-02-11,Gwalior,Furniture,Sofa,2,1793,0.0,3586,3586.0
ORD0277,2025-05-09,Bhopal,Furniture,Office Chair,1,1216,0.0,1216,1216.0
ORD0278,2025-08-20,Gwalior,Home & Kitchen,Water Bottle,5,4197,0.15,20985,17837.25
ORD0279,2025-12-09,Gwalior,Home & Kitchen,Bedsheet,2,378,0.0,756,756.0
ORD0280,2025-02-12,Indore,Clothing,T-Shirt,4,3671,0.1,14684,13215.6
ORD0281,2025-08-20,Bhopal,Electronics,Headphones,3,36979,0.0,110937,110937.0
ORD0282,2025-01-28,Jabalpur,Clothing,Jeans,4,4894,0.1,19576,17618.4
ORD0283,2025-11-16,Bhopal,Clothing,Jeans,5,2437,0.15,12185,10357.25
ORD0284,2025-11-25,Bhopal,Furniture,Bookshelf,4,18830,0.15,75320,64022.0
ORD0285,2025-08-05,Bhopal,Clothing,Jeans,3,2013,0.0,6039,6039.0
ORD0286,2025-09-15,Mandsaur,Clothing,Jeans,2,4147,0.1,8294,7464.6
ORD0287,2025-07-02,Indore,Electronics,Laptop,4,31421,0.05,125684,119399.8
ORD0288,2025-08-01,Ujjain,Electronics,Monitor,3,55593,0.15,166779,141762.15
ORD0289,2025-02-08,Indore,Home & Kitchen,Bedsheet,1,5641,0.1,5641,5076.9
ORD0290,2025-12-26,Mandsaur,Home & Kitchen,Mixer,2,6323,0.05,12646,12013.7
ORD0291,2025-10-12,Gwalior,Clothing,Jacket,4,1768,0.15,7072,6011.2
ORD0292,2025-03-29,Ujjain,Furniture,Table,5,22142,0.1,110710,99639.0
